id,evidence,claim,label,topic_ip,question
11887," The COVID-19 population-level mortality rate (per 100,000 person-years) increased with age: from 0.1 deaths among 30-39 year olds to 9.5 deaths among 80 year olds.","Covid-19 seems to most seriously affect older people, particularly those with pre-existing conditions such as heart disease, lung disease and diabetes.",Supports,21,what are the mortality rates overall and in specific populations
2719,the use of hydroxychloroquine alone was associated with increased mortality in COVID-19 patients.,"There is no rigorous scientific evidence to suggest hydroxychloroquine prevents, treats or cures COVID-19.",Supports,28,does hydroxychloroquine treat COVID-19?
9431,The socio-health emergency caused by COVID-19 may have a significant psychological impact on the population.,"In the face of a traumatic event like the Covid-19 pandemic, it's common to feel intense flashbacks, nightmares, irritability, anger and fear.",Supports,108,What psychological effects could the COVID-19 pandemic cause?
3056,Despite its small sample size our survey shows that hydroxychloroquine treatment is significantly associated with viral load reduction/disappearance in COVID-19 patients and its effect is reinforced by azithromycin.,COVID-19 patients who took hydroxychloroquine were less likely to die,Supports,28,does hydroxychloroquine treat COVID-19?
7175,It was recently suggested that ibuprofen might increase the risk for severe and fatal coronavirus disease 2019 (COVID-19) and should therefore be avoided in this patient population.,"if they develop a fever and COVID-19 symptoms, they should not take NSAIDs (ibuprofen) because it can worsen the covid-19 disease",Supports,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
8388,"2) addresses controversies surrounding the mask from perspectives of attitude, effectiveness, and necessity of wearing the mask with evidence that the use of mask would effectively interrupt the transmission of infectious diseases in both hospital settings and community settings;","The virus spreads by respiratory droplets released when someone infected with the virus coughs, sneezes or talks. These droplets can be inhaled or land in the mouth or nose of a person nearby.",Neutral,82,Can face masks protect me from the coronavirus disease?
4711,"We identified a total of 17 patients who received IV vitamin C for COVID-19. The inpatient mortality rate in this series was 12% with 17.6% rates of intubation and mechanical ventilation. We noted a significant decrease in inflammatory markers, including ferritin and D-dimer, and a trend to decreasing FiO2 requirements, after vitamin C administration. ",The patients who received vitamin C did significantly better than those who did not get Vitamin C.,Supports,51,Does Vitamin C impact COVID-19 prevention and treatment?
2389,"The decentralized strategy is insufficient when used alone, but offers the best results when combined with the centralized one. Indeed, the (C+D) is the most efficient isolation strategy at mitigating the network superspreaders and reducing the highest node degrees to less than 10% of their initial values.","Social distancing strategies can be applied on an individual level (e.g., avoiding physical contact), a group level (e.g., canceling group activities where individuals will be in close contact), and an operational level (e.g., rearranging chairs in the dining hall to increase distance between them)",Supports,10,has social distancing had an impact on slowing the spread of COVID-19?
6339,"Statistical surveys of COVID-19 patients indicate, against all common logic, that people who smoke are less prone to the infection and/or exhibit less severe respiratory symptoms than non-smokers.",smokers are at greater risk of complications from COVID-19 than non-smokers. ,Refutes,63,Can smoking help in preventing COVID-19?
13513,"Based on animal experiments, already acquired data on other coronavirus types and plausibility assumptions, it can be assumed that seroconverted patients have an immunity of limited duration and only a very low risk of reinfection.",People infected with the coronavirus carry immune cells known as T cells that help the body fight off the infection,Neutral,3,will SARS-CoV2 infected people develop immunity?
4718,"We identified a total of 17 patients who received IV vitamin C for COVID-19. The inpatient mortality rate in this series was 12% with 17.6% rates of intubation and mechanical ventilation. We noted a significant decrease in inflammatory markers, including ferritin and D-dimer, and a trend to decreasing FiO2 requirements, after vitamin C administration. ",vitamin D can play in helping a patient fight off COVID-19.,Neutral,51,Does Vitamin C impact COVID-19 prevention and treatment?
12647,"Distinguishing pre-existing and de novo antibody responses to SARS-CoV-2 will be critical for serology, seroprevalence and vaccine studies, as well as for our understanding of susceptibility to and natural course of SARS-CoV-2 infection.","Patients with a history of a bone marrow transplant are at higher risk, too, because their immune system would be suppressed long-term.",Neutral,3,will SARS-CoV2 infected people develop immunity?
1953,The government of different countries has adopted various policies to contain this epidemic and the most common were social distancing and lockdown. Our analysis revealed that the measures can slow down the outbreak. We can reduce the epidemic size and prolong the time to arrive at the epidemic peak by seriously following the measures suggested by the authorities.,"Influenza and the common cold are diseases spread person to person in much the same way as SARS-CoV-2, the virus that causes COVID-19. So, efforts to reduce COVID-19 have the dual benefit of reducing colds and flu.",Neutral,10,has social distancing had an impact on slowing the spread of COVID-19?
7416,"When compared to exclusive paracetamol users, no differences were observed in mortality rates or the need for respiratory support among patients using ibuprofen.",Is it true that using ibuprofen has been shown to worsen symptoms of Coronavirus? the short answer is NO,Supports,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
13340,"The number of these epitopes and the prevalence of the common coronaviruses suggest that a large part of the world population has some degree of specific immunity against SARS-CoV-2 already, even without having been infected by that virus.","if your immune system is string, covid-19 can not harm your body",Neutral,3,will SARS-CoV2 infected people develop immunity?
8473,"Surgical face masks significantly reduced detection of influenza virus RNA in respiratory droplets and coronavirus RNA in aerosols, with a trend toward reduced detection of coronavirus RNA in respiratory droplets.","When someone who has COVID-19 coughs, sneezes, or talks, they send tiny droplets with the coronavirus into the air. That's where a mask can help.",Supports,82,Can face masks protect me from the coronavirus disease?
11835,"We estimate an overall infection fatality rate of 1.29% (95% credible interval [CrI] 0.89 - 2.01), as well as large differences by age, with a low infection fatality rate of 0.05% for under 60 year old (CrI 0-.19) and a substantially higher 4.25% (CrI 3.01-6.39) for people above 60 years of age.","Covid-19 seems to most seriously affect older people, particularly those with pre-existing conditions such as heart disease, lung disease and diabetes.",Supports,21,what are the mortality rates overall and in specific populations
12753,"In this study, we collected blood from COVID-19 patients who have recently become virus-free and therefore were discharged, and analyzed their SARS-CoV-2-specific antibody and T cell responses. We observed SARS-CoV-2-specific humoral and cellular immunity in the patients. Both were detected in newly discharged patients, suggesting both participate in immune-mediated protection to viral infection.",People with untreated vitamin D deficiency are more likely to test positive for the COVID-19,Neutral,3,will SARS-CoV2 infected people develop immunity?
6559,"Higher genetically proxied BMI and lifetime smoking score were associated with increased risk of sepsis in both UK Biobank (BMI: odds ratio 1.38 per standard deviation increase, 95% confidence interval [CI] 1.27 to 1.51",smokers less likely to catch COVID-19,Refutes,63,Can smoking help in preventing COVID-19?
10282,"Favipiravir is an antiviral previously indicated for influenza and Ebola, which has shown some promise in early trials for treatment of COVID-19. ","The coronavirus pandemic can be dramatically slowed, or stopped completely, with the immediate widespread use of favipiravir",Supports,148,Can favipiravir help treat COVID-19?
10967," Chloroquine, interferon, and antiviral agents such as remdesivir, lopinavir, and ritonavir are agents under investigation in these trials.","As the world races for a COVID-19 vaccine, it has never been more important for clinical trials to reflect the population at large.",Neutral,17,are there any clinical trials available for the coronavirus
11403,"When hand washing with soap and water is unavailable, a sufficient volume of sanitizer is necessary to ensure complete hand coverage, and compliance is critical for appropriate hand hygiene.",alcohol-based hand sanitizers recommended by the World Health Organization (WHO) are effective in killing the novel coronavirus.,Neutral,19,what hand sanitizers kill COVID-19?
3643,"testing positive for COVID-19 was associated with increasing age(RR(age<50)=1.05,p<0.021;RR(age[]50)=1.02,p<0.064)), non-white race(RR=2.54,p<0.01) and being likely vitamin D deficient (deficient/treatment-not-increased:RR=1.77,p<0.02) as compared to likely vitamin D sufficient(not-deficient/treatment-not-decreased), with predicted COVID-19 rates in the vitamin D deficient group of 21.6%(95%CI[14.0%-29.2%] ) versus 12.2%(95%CI[8.9%-15.4%]) in the vitamin D sufficient group.","vitamin D deficiency increases a person's risk of COVID-19 by 77%, compared to those with sufficient levels of the nutrient.",Supports,42,Does Vitamin D impact COVID-19 prevention and treatment?
433,"The COVID19, which appeared to originate in China in December 2019, has spread worldwide pandemically.",The coronavirus made by human in a laboratory,Neutral,1,what is the origin of COVID-19
14329,The present treatise proposes a molecularly imprinted polymer (MIP) based technique for simple and rapid detection of COVID-19.,"There are two kinds of tests available for COVID-19: A viral test tells you if you currently have an infection with SARS-CoV-2, the virus that causes COVID-19. Molecular and antigen tests are types of viral tests. Viral tests are also called diagnostic tests.",Neutral,6,what types of rapid testing for Covid-19 have been developed?
5663,It was seen that the countries with no universal BCG policy had a mean 1272.9 (median 795) cases per million and 80.7 deaths (median 18) per million population.,We don't know yet whether BCG will reduce the severity of COVID-19,Refutes,54,can bcg vaccine cure covid-19
8612,"This activity is conserved on the SARS-Cov-2, thus placing teicoplanin as a potential treatment for patients with this virus.",Are antibiotics effective in preventing or treating COVID-19? No. Antibiotics do not work against viruses; they only work on bacterial infections.,Refutes,84,Do antibiotics work against the coronavirus?
10624,Nonfabric surface materials were found to be much more favorable in the indirect contact transmission for RSV and rhinovirus than fabric surface materials.,SARS-CoV-2 is more stable copper and cardboard,Neutral,16,touching a contaminated surface will not make you sick
1609,Respiratory failure has been cited as the major cause of death,most people who died from COVID-19 had at least one other health condition when they died.,Neutral,4,how do people die from the coronavirus?
4416,"Notably, masks are found to be useful with respect to both preventing illness in healthy persons and preventing asymptomatic transmission. Hypothetical mask adoption scenarios, for Washington and New York state, suggest that immediate near universal (80%) adoption of moderately (50%) effective masks could prevent on the order of 17--45% of projected deaths over two months in New York, while decreasing the peak daily death rate by 34--58%, absent other changes in epidemic dynamics. Even very weak masks (20% effective) can still be useful if the underlying transmission rate is relatively low or decreasing: In Washington, where baseline transmission is much less intense, 80% adoption of such masks could reduce mortality by 24--65% (and peak deaths 15--69%), compared to 2--9% mortality reduction in New York (peak death reduction 9--18%).","In general, the more closely you interact with others and the longer that interaction, the higher the risk of COVID-19 spread.",Supports,44,How much impact do masks have on preventing the spread of the COVID-19?
6224,"Considering its potential benefits and high availability, acetic acid disinfection appears to be a promising adjunctive therapy in cases of non-severe COVID-19 and deserves further investigation.",How to clean to fight COVID-19? Vinegar won't work,Supports,60,Can vinegar help in preventing COVID-19?
11105,"However, low quality evidence suggests that N95 respirators protect HCWs from clinical respiratory infections.",There is no scientific evidence to say that masks are effective,Refutes,18,what are the best masks for preventing infection by Covid-19?
7602,"Concern about the appropriate role of nonsteroidal anti-inflammatory drugs (NSAIDs) in COVID-19 speculate that NSAIDs, in particular ibuprofen, may upregulate the entry point for the virus, the angiotensin-converting enzyme (ACE) 2 receptors and increase susceptibility to the virus or worsen symptoms in existing disease.",the use of ibuprofen does lead to more sever coronaviru outcomes,Supports,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
11762,"Our results strongly support the recommendation that ACEI and ARB should be continued in the population and in COVID-19 positive patients, reinforcing the position of several scientific societies.",It's unclear why taking an ACE inhibitor or an ARB might curb Covid-19,Neutral,20,are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?
11278,"Respirators such as filtering face piece (FFP) 2 masks were designed to protect HCWs, while surgical masks were originally intended to protect patients (e.g., during surgery). Nevertheless, high quality standard surgical masks (type II/IIR according to European Norm EN 14683) appear to be as effective as FFP2 masks in preventing droplet-associated viral infections of HCWs as reported from influenza or SARS.",cloth face masks are not effective in preventing the spread of COVID-19,Refutes,18,what are the best masks for preventing infection by Covid-19?
2472,"we do not find significant evidence that social distancing has resulted in a reduction in the number of daily confirmed cases. Instead, social distancing has merely stabilized the spread of the disease.",cancer patients are highly vulnerable to COVID-19.,Neutral,10,has social distancing had an impact on slowing the spread of COVID-19?
3147,"Currently, there is not any specific effective antiviral treatment for COVID-19.",remdesivir was superior to placebo in shortening the time to recovery in adults who were hospitalized with Covid-19 and had evidence of lower respiratory tract infection. ,Refutes,30,is remdesivir an effective treatment for COVID-19?
3351,"A principal defence against uncontrolled inflammation, and against viral infection in general, is provided by T regulatory lymphocytes (Tregs). Treg levels have been reported to be low in many COVID-19 patients and can be increased by vitamin D supplementation. Low vitamin D levels have been associated with an increase in inflammatory cytokines and a significantly increased risk of pneumonia and viral upper respiratory tract infections. Vitamin D deficiency is associated with an increase in thrombotic episodes, which are frequently observed in COVID-19. Vitamin D deficiency has been found to occur more frequently in patients with obesity and diabetes. These conditions are reported to carry a higher mortality in COVID-19. If vitamin D does in fact reduce the severity of COVID-19 in regard to pneumonia/ARDS, inflammation, inflammatory cytokines and thrombosis, it is our opinion that supplements would offer a relatively easy option to decrease the impact of the pandemic.",Hospitalization rates and deaths among Black Americans for COVID-19 are significantly higher than for their white peers,Neutral,42,Does Vitamin D impact COVID-19 prevention and treatment?
8979,we serially analysed immune responses in 113 COVID-19 patients with moderate (non-ICU) and severe (ICU) disease.,The evidence we have is that people will be immune after a bout with this new coronanvirus,Neutral,93,Are you immune to COVID-19 after recovering from it?
12011," consistent reports of cardiac injury and de novo cardiac complications, including possible myocarditis, arrhythmia, and heart failure in patients without prior cardiovascular disease or significant risk factors, are emerging","In an article released Tuesday by the U., health care professionals recognized these cardiovascular consequences in severe COVID-19 cases and it was more common among patients who are older adults and have known risk factors of heart disease.",Supports,22,are heart complications likely in patients with COVID-19?
13338,"The number of these epitopes and the prevalence of the common coronaviruses suggest that a large part of the world population has some degree of specific immunity against SARS-CoV-2 already, even without having been infected by that virus.",a runaway immune system reaction could be one mechanism behind severe COVID-19 cases.,Neutral,3,will SARS-CoV2 infected people develop immunity?
3686,A significant negative correlation (p=0.033) has been observed between mean vitamin D levels and COVID-19 cases per one million population in European countries.,Vitamin D's effect on Covid-19 maybe be exaggerated,Refutes,42,Does Vitamin D impact COVID-19 prevention and treatment?
5419,"Evidence that face masks provide effective protection against respiratory infections in the community is scarce. However, face masks are widely used by health workers as part of droplet precautions when caring for patients with respiratory infections. It would therefore be reasonable to suggest that consistent widespread use of face masks in the community could prevent further spread of the Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).",Surgical face masks help prevent the spread of infections through droplets among healthcare workers.,Supports,53,Can wearing masks help in preventing the spread of the coronavirus disease?
5544,Wearing medical masks or N95 masks (namely N95 respirators) can slow the virus spread and reduce the infection risk.,Skeptics say: Why wear masks if they don't filter out all coronavirus? Scientists say: Because it could mean less severe illness.,Supports,53,Can wearing masks help in preventing the spread of the coronavirus disease?
13507,"Based on animal experiments, already acquired data on other coronavirus types and plausibility assumptions, it can be assumed that seroconverted patients have an immunity of limited duration and only a very low risk of reinfection.","With the so-called neutrophils and the monocytes we have found that these immune cells are activated, i.e. ready to defend the patient against COVID-19 in the case of mild disease courses.",Neutral,3,will SARS-CoV2 infected people develop immunity?
12981," According to this hypothesis vaccine formulations (tetanus, diphtheria, Bordetella pertussis) could be re-administrate after the first contact with Covid-19, better before the development of respiratory severe illness and of course before full-blown ARDS (Acute Respiratory Distress Syndrome). The CD4+ memory exploiting could help immune system to recall immunity of already know antigens against coronaviruses, avoiding or limiting lung crash until virus specific immunity develops and making it faster and prolonged. ","Can you boost your immune system to fight COVID-19? We don't yet know how to fully prevent or manage the damage caused by COVID-19, the disease caused by a coronavirus that is new to us all.",Neutral,3,will SARS-CoV2 infected people develop immunity?
4668,"We identified a total of 17 patients who received IV vitamin C for COVID-19. The inpatient mortality rate in this series was 12% with 17.6% rates of intubation and mechanical ventilation. We noted a significant decrease in inflammatory markers, including ferritin and D-dimer, and a trend to decreasing FiO2 requirements, after vitamin C administration. ","vitamin C, also known as ascorbic acid, helps prevent the destruction of the alveolar capillaries in the lungs and helps control the severity of the disease that can progress to potentially deadly pneumonia.",Supports,51,Does Vitamin C impact COVID-19 prevention and treatment?
1145,"In the southern cities, the ambient temperature and air pollution have a negative interactive effect on COVID-19 transmission, implying that rising temperature restrains the facilitating effects of air pollution and that they jointly lead to a decrease in new confirmed cases.",record increases in COVID-19 cases where chilly weather.,Refutes,2,how does the coronavirus respond to changes in the weather
5357,"In late December 2019 in Wuhan, China, several patients with viral pneumonia were identified as 2019 novel coronavirus (2019-nCoV). So far, there are no specific treatments for patients with coronavirus disease-19 (COVID-19), and the treatments available today are based on previous experience with similar viruses such as severe acute respiratory syndrome-related coronavirus (SARS-CoV), Middle East respiratory syndrome coronavirus (MERS-CoV), and Influenza virus.",garlic and onions can prevent and cure infection from novel coronavirus.,Refutes,52,Does garlic protect against covid-19
3545,Vitamin D dose was not significantly associated with testing positive for COVID-19.,Vitamin D cannot fight the coronavirus,Refutes,42,Does Vitamin D impact COVID-19 prevention and treatment?
9113, the source(s) and transmission routine(s) of SARSCoV2 remain elusive,Coronavirus: No proof yet that pets can get COVID-19 from owners,Neutral,95,Can animals spread COVID-19 to people?
2232,the centralized social distancing is necessary to minimize the pandemic spreading.,Self-quarantine is strictly reserved for those who have come into close contact with a coronavirus-infected person.,Neutral,10,has social distancing had an impact on slowing the spread of COVID-19?
2904,"We found that fatalities are 18.8% (9/48) in HCQ group, which is significantly lower than 47.4% (238/502) in the NHCQ group (P<0.001). The time of hospital stay before patient death is 15 (10-21) days and 8 (4-14) days for the HCQ and NHCQ groups, respectively (P<0.05). The levels of inflammatory cytokine IL-6 were significantly reduced from 22.2 (8.3-118.9) pg mL-1 at the beginning of the treatment to 5.2 (3.0-23.4) pg mL-1 (P<0.05) at the end of the treatment in the HCQ group but there is no change in the NHCQ group.",COVID-19 patients who took hydroxychloroquine were less likely to die,Supports,28,does hydroxychloroquine treat COVID-19?
64,This paper investigates the COVID-19 virus origin by using artificial intelligence (AI) and raw genomic sequences of the virus.,"researchers studying the spread of the virus pinpoints COVID-19's likely origin to a wet market, or live animal",Neutral,1,what is the origin of COVID-19
10534,The most common coronaviruses may well survive or persist on surfaces for up to one month.,"it is possible to get COVID-19 by coming into contact with infected particles that can survive on surfaces for days or weeks. That led people to vigorously wipe down their light switches, scrub their groceries, and horde cleaning supplies.",Supports,16,touching a contaminated surface will not make you sick
1289,Results indicated that temperatures had a negative linear relationship with the number of confirmed cases.,"Nine U.S. states have reported record increases in COVID-19 cases over the last seven days, mostly in the upper Midwest and West where chilly weather is forcing more activities indoors.",Neutral,2,how does the coronavirus respond to changes in the weather
6982,The examination of these findings and the particular role of animals in COVID-19 should be carefully analyzed in order to establish preparation and containment measures.,Pet cats and dogs could transmit coronavirus to humans,Neutral,67,Can animals spread COVID-19?
566,"Being a novel pandemic coronavirus version, it might be ongoing during summer conditions associated with higher air temperatures, low relative humidity and precipitation levels.","Coronaviruses that cause less severe diseases, such as the common cold, do spread more slowly among people during the summer.",Refutes,2,how does the coronavirus respond to changes in the weather
3237,Cytokine storm is an excessive immune response to external stimuli.,No evidence of cytokine storm in COVID-19,Neutral,39,what is a cytokine storm and how is it related to COVID-19?
2931,"early empiric short-term administration of HCQ in symptomatic individuals, may be a promising, safe and low-cost strategy.",hydroxychloroquine has not worked in treating COVID-19,Refutes,28,does hydroxychloroquine treat COVID-19?
1817,counties where the policies have been imposed have effectively increased social distancing and have seen slowing the spread of COVID-19.,the time between exposure and the onset of covid-19 symptoms-is anywhere between two to 14 days. ,Neutral,10,has social distancing had an impact on slowing the spread of COVID-19?
9548,"In this study, we aimed to identify these potential molecular signaling pathways, and repurpose existing drugs as a potentially effective treatment of COVID-19 to facilitate the therapeutic discovery, based on the transcriptional response of host cells.",Dexamethasone and other corticosteroid drugs are effective treatments for seriously ill COVID-19 patients,Neutral,112,Is dexamethasone effective for treating COVID-19?
12954," According to this hypothesis vaccine formulations (tetanus, diphtheria, Bordetella pertussis) could be re-administrate after the first contact with Covid-19, better before the development of respiratory severe illness and of course before full-blown ARDS (Acute Respiratory Distress Syndrome). The CD4+ memory exploiting could help immune system to recall immunity of already know antigens against coronaviruses, avoiding or limiting lung crash until virus specific immunity develops and making it faster and prolonged. ","In patients with both COVID-19 and cancer, immunotherapy might increase the immune system response, which could already be overactive because of the COVID-19 infection.",Neutral,3,will SARS-CoV2 infected people develop immunity?
5379,"In late December 2019 in Wuhan, China, several patients with viral pneumonia were identified as 2019 novel coronavirus (2019-nCoV). So far, there are no specific treatments for patients with coronavirus disease-19 (COVID-19), and the treatments available today are based on previous experience with similar viruses such as severe acute respiratory syndrome-related coronavirus (SARS-CoV), Middle East respiratory syndrome coronavirus (MERS-CoV), and Influenza virus.",Vitamin and mineral supplements cannot cure COVID-19 ,Supports,52,Does garlic protect against covid-19
5330,Hoaxes (such as eating garlic or citrus to prevent COVID-19) were detected in 15 videos (10.9%).,There is no evidence that regularly rinsing the nose with saline or eating garlic has protected people from infection with the new coronavirus. ,Supports,52,Does garlic protect against covid-19
7446,Ibuprofen is an over-the-counter medication that is used widely for the treatment of pain and fever during COVID-19 pandemic.,"if they develop a fever and COVID-19 symptoms, they should not take NSAIDs (ibuprofen) because it can worsen the covid-19 disease",Refutes,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
8728,"Currently, there are no proven effective vaccines or therapeutic agents against the virus.",Treatment for: COVID-19. Remdesivir is an investigational nucleotide analog antiviral in development as a treatment for COVID-19.,Refutes,87,Are there any antiviral drugs to treat the coronavirus disease? 
6478,"Cannabis smoking is linked with poor respiratory health, immunosuppression and multiple contaminants. Potential synergism between the two epidemics would represent a major public health convergence. Cigarettes were implicated with disease severity in Wuhan, China.",Can Nicotine Treat COVID-19? Researchers Think So,Refutes,63,Can smoking help in preventing COVID-19?
6677,"Cellular angiotensin converting enzyme 2 (ACE2) is the receptor of SARS-CoV-2 which is identical or similar in different species of animals such as pigs, ferrets, cats, orangutans, monkeys, and humans. Moreover, a recent study predicted that dog might be secondary host during the evolution of SARS-CoV-2 from bat to human. Therefore, there is a possibility of spreading SARS-CoV-2 through domestic pets.",Pet cats and dogs could transmit coronavirus to humans,Supports,67,Can animals spread COVID-19?
4787,"Although COVID-19 can be rapidly diagnosed, efficient clinical treatment of COVID-19 remains unavailable, resulting in high fatality.",China Treating Coronavirus COVID-19 with Intravenous Vitamin C,Refutes,51,Does Vitamin C impact COVID-19 prevention and treatment?
10816,"We report here that pathogenic human coronavirus 229E remained infectious in a human lung cell culture model following at least 5 days of persistence on a range of common nonbiocidal surface materials, including polytetrafluoroethylene (Teflon; PTFE), polyvinyl chloride (PVC), ceramic tiles, glass, silicone rubber, and stainless steel.",The sunlight has a huge impact on decaying the coronavirus,Neutral,16,touching a contaminated surface will not make you sick
7117,"As fever may have benefit in shortening the duration of viral illness, it is plausible to hypothesize that the antipyretic efficacy of ibuprofen may be hindering the benefits of a fever response when taken during the early stages of COVID-19 illness.",animals develope fever as an evolutionary response to infection.,Refutes,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
9780,"2019 novel coronavirus disease (COVED-19, previously known as novel coronavirus pneumonia) was first discovered in December 2019 and spread widely in China and all over the world in 2020","Coronavirus has infected 41,903 Britons. Symptoms of the disease include a fever and a new, continuous cough.",Neutral,119,Which are the first symptoms of the coronavirus disease?
5900,"Findings revealed that belief in 5G COVID-19 conspiracy theories was positively correlated with state anger, which in turn, was associated with a greater justification of real-life and hypothetical violence in response to an alleged link between 5G mobile technology and COVID-19, alongside a greater intent to engage in similar behaviours in the future.",many scientific documents on the health effects of 5G have verified that it causes flu-like symptoms. ,Refutes,56,Can 5G technology cause COVID-19?
6768,Humans showing clinical symptoms of respiratory infections have been undergoing for COVID-19 diagnostic test but many infected people and few pets confirmed with SARS-CoV-2 remained asymptomatic. ,Will domestic pets get COVID-19? No the domestic pets will not get COVID-19,Refutes,67,Can animals spread COVID-19?
12849,"In this study, we collected blood from COVID-19 patients who have recently become virus-free and therefore were discharged, and analyzed their SARS-CoV-2-specific antibody and T cell responses. We observed SARS-CoV-2-specific humoral and cellular immunity in the patients. Both were detected in newly discharged patients, suggesting both participate in immune-mediated protection to viral infection.","young men with severe COVID-19 had mutations in the gene for a certain cell receptor. This receptor, some researchers suspect, grows scarcer as we age.",Neutral,3,will SARS-CoV2 infected people develop immunity?
2207,the centralized social distancing is necessary to minimize the pandemic spreading.,"Social distancing, also called physical distancing, means keeping a safe space between yourself and other people who are not from your household.",Supports,10,has social distancing had an impact on slowing the spread of COVID-19?
12232,obesity represents the strongest predictor for Covid-19 followed by diabetes and hypertension in both sexes,Your risk of catching the virus isn't higher than anyone else's.,Neutral,24,what kinds of complications related to COVID-19 are associated with diabetes
10379,"The contaminated surface environment in hospitals plays an important role in the transmission of several key nosocomial pathogens including methicillin-resistant Staphylococcus aureus, vancomycin-resistant Enterococcus spp., Clostridium difficile, Acinetobacter spp., and norovirus.","It's a low risk to get covid-19 by groceries and packages that we have delivered, but it's possible that if someone is delivering a package to your house and they are sick, that may be a route for transmission.",Refutes,16,touching a contaminated surface will not make you sick
6594,"Smoking has complicated effects on the immune system involving both up and down regulation, any of which might alone or in concert antagonize progression of COVID-19.","If you continue to smoke, you also have a greater risk for respiratory infections like colds, flu and also covid-19.",Supports,63,Can smoking help in preventing COVID-19?
10210,"Based on the evidence to date, there are several treatment options to consider for the relief of fever (acetaminophen, NSAID, oral glucocorticoids), cough (morphine), breathlessness (morphine, oxygen, fan), anxiety (benzodiazepines) and pain (NSAID, morphine).",acetaminophen can stop the new coronavirus,Refutes,142,Can acetaminophen (Tylenol) treat the coronavirus disease?
12802,"In this study, we collected blood from COVID-19 patients who have recently become virus-free and therefore were discharged, and analyzed their SARS-CoV-2-specific antibody and T cell responses. We observed SARS-CoV-2-specific humoral and cellular immunity in the patients. Both were detected in newly discharged patients, suggesting both participate in immune-mediated protection to viral infection.",IL-17A helps trigger immune system response during early infection and INF-g combats replication of the virus. Higher levels of the two molecules may be associated with better outcomes in COVID-19 patients,Neutral,3,will SARS-CoV2 infected people develop immunity?
3684,A significant negative correlation (p=0.033) has been observed between mean vitamin D levels and COVID-19 cases per one million population in European countries.,vitamin D supplements can prevent coronavirus,Refutes,42,Does Vitamin D impact COVID-19 prevention and treatment?
7239,"CONCLUSIONS: In this cohort of COVID-19 patients, ibuprofen use was not associated with worse clinical outcomes, compared with paracetamol or no antipyretic.",Is it true that using ibuprofen has been shown to worsen symptoms of Coronavirus? the short answer is NO,Supports,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
10318,"Nature provides a huge reservoir of anti-infectious compounds, from which we can deduce innovative ideas, therapies, and products.",Are there natural remedies that will prevent me from getting infected with COVID-19? No,Neutral,154,Are there natural remedies that will prevent me from getting infected with COVID-19?
9854,Intravenous high-dose vitamin C for the treatment of severe COVID-19,Vitamin C has been postulated by this paper as one of the treatment measures that can reduce the infection rate and also contribute to the cure of COVID-19. ,Supports,124,Can vitamin C treat COVID-19?
7164,It was recently suggested that ibuprofen might increase the risk for severe and fatal coronavirus disease 2019 (COVID-19) and should therefore be avoided in this patient population.,"taking medication to lower fever, such as paracetamol (Tylenol) and ibuprofen (Advil), should be avoided when sick with the new coronavirus",Supports,69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
3286,"The severity of coronavirus 2019 infection (COVID-19) is determined by the presence of pneumonia, severe acute respiratory distress syndrome (SARS-CoV-2), myocarditis, microvascular thrombosis and/or cytokine storms, all of which involve underlying inflammation.","More Vitamin D, Lower Risk of Severe COVID-19",Neutral,42,Does Vitamin D impact COVID-19 prevention and treatment?
9813,"The case demonstrate that gastrointestinal symptoms ware not rare in NCIP, and diarrhea could be the initial symptom.",A rarely mentioned early symptom is gastrointestinal distress.,Supports,119,Which are the first symptoms of the coronavirus disease?
468,"While this novel coronavirus disease (covid-19) frequently induces mild diseases, it has also generated severe diseases among certain populations, including older-aged individuals with underlying diseases, such as cardiovascular disease and diabetes.","In the public mind, the origin story of coronavirus seems well fixed: in late 2019 someone at the now world-famous Huanan seafood market in Wuhan was infected with a virus from an animal",Neutral,1,what is the origin of COVID-19
11893," The COVID-19 population-level mortality rate (per 100,000 person-years) increased with age: from 0.1 deaths among 30-39 year olds to 9.5 deaths among 80 year olds.","In tracking COVID-19, the disease caused by the new coronavirus, early reports indicated that young people were more likely to have milder cases of the disease.",Supports,21,what are the mortality rates overall and in specific populations
1354,"Each 1 C rise of temperature was associated with a 4.8951% (t = 2.29, p = 0.0226) decrease in the number of daily cumulative confirmed cases of COVID-19","As cold weather arrives, U.S. states see record increases",Supports,2,how does the coronavirus respond to changes in the weather
