id,claim,negated_claim,label_original,label_negated
VL009482,There are several versions of         this eRumor but all of them say that commonly sold cocoa mulch contains         theobromine which can be lethal to cats and dogs.  One version         tells the story of a pet owner who lost a dog because of cocoa mulch.,There are not several versions of this eRumor but all of them say that commonly sold cocoa mulch contains theobromine which can be lethal to cats and dogs. One version tells the story of a pet owner who lost a dog because of cocoa mulch.,true,false
VL009483,Department of Health and Human Services appointee Charmaine Yoest repeated the false claim abortion causes breast cancer.,Department of Health and Human Services appointee Charmaine Yoest repeated the false claim abortion does not cause breast cancer.,true,false
VL009489,"This is a forwarded plea for a 5 year old boy named Noah Biorkman who is said to be in the last stages of cancer. The email says his family is requesting that people all around the country mail Christmas cards to their son early, as he is not expected to live to see Christmas, 2009.","This is not a forwarded plea for a 5 year old boy named Noah Biorkman who is said to be in the last stages of cancer. The email says his family is requesting that people all around the country mail Christmas cards to their son early, as he is not expected to live to see Christmas, 2009.",true,false
VL009490,GLIOBLASTOMA: ZIKA VIRUS COULD DESTROY BRAIN CANCER THAT KILLED JOHN MCCAIN,GLIOBLASTOMA: ZIKA VIRUS COULD not DESTROY BRAIN CANCER THAT KILLED JOHN MCCAIN.,true,false
VL009492,"Born Basic Anti-Bac hand sanitizer was recalled in the U.S. after being found to contain methanol, a poisonous chemical.","Born Basic Anti-Bac hand sanitizer was not recalled in the U.S. after being found to contain methanol, a poisonous chemical.",true,false
VL009497,"""Dan Webster """"would force victims of rape and incest to bear their attacker's child.""","""Dan Webster """"would not force victims of rape and incest to bear their attacker's child."".",true,false
VL009508,"In 40 years, 23,000 chemicals came on the market and only four were regulated.","In 40 years, 23,000 chemicals came on the market and only four were not regulated.",false,true
VL009510,The Koch brothers are one of the biggest polluters in the country.,The Koch brothers are not one of the biggest polluters in the country.,true,false
VL009512,“The (corona)virus just isn’t nearly as deadly as we thought it was.”,“The (corona)virus just isn’t nearly as deadly as we thought it was not.”.,false,true
VL009517,In three years we could find close to 50 million gallons per day through a toilet replacement program.,In three years we could not find close to 50 million gallons per day through a toilet replacement program.,true,false
VL009518,Study: Other Drugs May Limit Plavix’s Effectiveness,Study: Other Drugs May not Limit Plavix’s Effectiveness.,true,false
VL009521,Criminals in the U.S. are using burundanga-soaked business cards to incapacitate their victims.,Criminals in the U.S. are not using burundanga-soaked business cards to incapacitate their victims.,false,true
VL009523,"""California’s proposed tobacco tax """"diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who don't have to help even one more patient.""","""California’s proposed tobacco tax """"diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who don't have not to help even one more patient."".",false,true
VL009524,"After actor Christopher Reeve was paralyzed in an accident, his friend and colleague Robin Williams lifted his spirits by pretending to be a proctologist.","After actor Christopher Reeve was not paralyzed in an accident, his friend and colleague Robin Williams lifted his spirits by pretending to be a proctologist.",true,false
VL009527,"South Korea has tested 200,000 people for coronavirus, prioritizing the most vulnerable people. The CDC only tested 77 people this week. Yet, the Utah Jazz was able to test all 58 players in a matter of hours.","South Korea has not tested 200,000 people for coronavirus, prioritizing the most vulnerable people. The CDC only tested 77 people this week. Yet, the Utah Jazz was able to test all 58 players in a matter of hours.",true,false
VL009528,In 1988 author Roald Dahl penned an open letter urging parents to have their children vaccinated against measles.,In 1988 author Roald Dahl penned an open letter urging parents to have not their children vaccinated against measles.,true,false
VL009532,Medicare drug plan finder can steer seniors to higher costs.,Medicare drug plan finder can not steer seniors to higher costs.,true,false
VL009533,"""Health insurance and medical costs """"are going down because of Obamacare.""","""Health insurance and medical costs """"are not going down because of Obamacare."".",false,true
VL009534,Abortion pill might help battle breast cancer,Abortion pill might not help battle breast cancer.,true,false
VL009536,The cause of country music star Joe Diffie's death was lung cancer.,The cause of country music star Joe Diffie's death was not lung cancer.,false,true
VL009537,State: Care center where 11 kids died can resume admissions.,State: Care center where 11 kids died can not resume admissions.,true,false
VL009538,"Under fire over virus, Japan's Abe may seek emergency declaration.","Under fire over virus, Japan's Abe may not seek emergency declaration.",true,false
VL009540,"The government will be putting more money into the NHS over the next five years, £394 million more a week.","The government will not be putting more money into the NHS over the next five years, £394 million more a week.",true,false
VL009544,"Blogger Says Florida U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are Socialists.","Blogger Says Florida U.S. Reps. Corrine Brown, Alcee Hastings and Frederica Wilson are not Socialists.",false,true
VL009545,"""Scott Walker Says under his budget-repair bill, """"collective bargaining is fully intact.""","""Scott Walker Says under his budget-repair bill, """"collective bargaining is not fully intact."".",false,true
VL009546,The State of Texas is funding … women’s health services at historically high levels; they just increased their level another $50 million for the next two years.,The State of Texas is not funding … women’s health services at historically high levels; they just increased their level another $50 million for the next two years.,true,false
VL009549,"Pill may make pizza, pasta safe for gluten-free diners","Pill may not make pizza, pasta safe for gluten-free diners.",false,true
VL009553,"""Amid the """"crisis at our southern border,"""" there are """"reports of illegal migrants carrying deadly diseases such as … Ebola virus.""","""Amid the """"crisis at our southern border,"""" there are not """"reports of illegal migrants carrying deadly diseases such as … Ebola virus."".",false,true
VL009555,One-third of the economic stimulus package was tax cuts.,One-third of the economic stimulus package was not tax cuts.,true,false
VL009556,Michigan Gov. Gretchen Whitmer “has just been stripped of her emergency coronavirus powers by her state legislature.”,Michigan Gov. Gretchen Whitmer “has not just been stripped of her emergency coronavirus powers by her state legislature.”.,false,true
VL009559,“More cops have died from COVID this year than have been killed on patrol.”,“More cops have not died from COVID this year than have been killed on patrol.”.,true,false
VL009563,Brain scans predict which dyslexics will read,Brain scans predict which dyslexics will not read.,false,true
VL009564,"In October 2014, Donald Trump tweeted that U.S. President Barack Obama should resign because a doctor who had treated Ebola patients in Guinea returned to the U.S.","In October 2014, Donald Trump tweeted that U.S. President Barack Obama should not resign because a doctor who had treated Ebola patients in Guinea returned to the U.S.",true,false
VL009565,Charleston church shooter Dylann Roof is actually a former child star and crisis actor named John Christian Graas.,Charleston church shooter Dylann Roof is not actually a former child star and crisis actor named John Christian Graas.,false,true
VL009568,"""There is a faceless, semi-human monster called Slenderman who stands eight feet tall, has tentacles for arms, stalks and eats small children, and communicates telepathically with his human servants, called """"proxies.""","""There is not a faceless, semi-human monster called Slenderman who stands eight feet tall, has tentacles for arms, stalks and eats small children, and communicates telepathically with his human servants, called """"proxies."".",false,true
VL009569,More than half of the births in Texas are paid for by Medicaid.,More than half of the births in Texas are not paid for by Medicaid.,true,false
VL009572,New Drug Spray May Help Premature Ejaculation,New Drug Spray May not Help Premature Ejaculation.,true,false
VL009573,U.S. President Donald Trump tweeted in 2014 that governors were making a mistake by backing off Ebola quarantines.,U.S. President Donald Trump tweeted in 2014 that governors were not making a mistake by backing off Ebola quarantines.,true,false
VL009577,Iowa gym owner is cited for defying coronavirus order.,Iowa gym owner is not cited for defying coronavirus order.,true,false
VL009580,Controversial researcher’s diabetes vaccine causes improvement in small study,Controversial researcher’s diabetes vaccine does not cause improvement in small study.,true,false
VL009584,These are forwarded photos of a matador who got gored in the throat in a bullfight. The photos are quite gruesome and show the bull’s horn penetrating the matador’s throat and exiting his mouth.,These are not forwarded photos of a matador who got gored in the throat in a bullfight. The photos are quite gruesome and show the bull’s horn penetrating the matador’s throat and exiting his mouth.,true,false
VL009585,Many people have questioned whether ads for a weight loss supplement called Garcinia Cambogia are real.,Many people have not questioned whether ads for a weight loss supplement called Garcinia Cambogia are real.,false,true
VL009586,Up to half of all Americans have a pre-existing condition.,Up to half of all Americans have not a pre-existing condition.,true,false
VL009590,"""Mutation Response Vehicle"""" vehicles spotted near Longwood, Florida, are related to outbreaks of the Zika virus.""","""Mutation Response Vehicle"""" vehicles spotted near Longwood, Florida, are not related to outbreaks of the Zika virus."".",false,true
VL009591,"""The Russians """"tried to hack the Republican National Committee, and they were unable to break through.""","""The Russians """"tried to hack the Republican National Committee, and they were not unable to break through."".",true,false
VL009596,"UK will have antibody tests ready in days, official says.","UK will not have antibody tests ready in days, official says.",true,false
VL009599,"With new category, Oscars are now a popularity contest.","With new category, Oscars are not now a popularity contest.",true,false
VL009601,"“Some states are only getting 50 tests per day, and the Utah Jazz got 58.”","“Some states are not only getting 50 tests per day, and the Utah Jazz got 58.”.",true,false
VL009603,"In the early 1900s, sideshow operator Dr. Martin Couney intervened for premature babies in a way that medical care at the time did not.","In the early 1900s, sideshow operator Dr. Martin Couney intervened for premature babies in a way that medical care at the time did not not.",true,false
VL009608,"U.S. President Donald Trump has been the target of multiple accusations that he raped children aged 13 and younger, and he paid at least $35 million to settle most of those claims.","U.S. President Donald Trump has not been the target of multiple accusations that he raped children aged 13 and younger, and he paid at least $35 million to settle most of those claims.",false,true
VL009609,"""The IRS is """"going to be in charge of our health care.""","""The IRS is not """"going to be in charge of our health care."".",false,true
VL009611,There are various versions of         this one but all warn about an aggressive form of breast cancer called         inflammatory breast cancer or IBC.  Some of the messages also         include a link to a video posted at the website of a Seattle television         station.,There are not various versions of this one but all warn about an aggressive form of breast cancer called inflammatory breast cancer or IBC. Some of the messages also include a link to a video posted at the website of a Seattle television station.,true,false
VL009621,A new division of the Department of Health and Human Services will allow doctors to refuse to treat LGBTQ patients for religious reasons.,A new division of the Department of Health and Human Services will not allow doctors to refuse to treat LGBTQ patients for religious reasons.,true,false
VL009622,"After committing to hiring Muslim refugees, Starbucks’ Muslim workers have been slipping feces into coffee and spreading tuberculosis.","After committing to hiring Muslim refugees, Starbucks’ Muslim workers have not been slipping feces into coffee and spreading tuberculosis.",false,true
VL009624,Cervical cancer shots are gaining reputation as painful,Cervical cancer shots are not gaining reputation as painful.,false,true
VL009636,"""The nation's food supply is """"99.99 percent safe.""","""The nation's food supply is not """"99.99 percent safe."".",false,true
VL009637,"Democratic Party of Wisconsin Says Wisconsin state Sen. Randy Hopper, R-Fond du Lac, has already been recalled.","Democratic Party of Wisconsin Says Wisconsin state Sen. Randy Hopper, R-Fond du Lac, has not already been recalled.",false,true
VL009638,"""Said of the National Climate Assessment: """"And you have to look at the fact that this report is based on the most extreme modeled scenario.""","""Said of the National Climate Assessment: """"And you have not to look at the fact that this report is based on the most extreme modeled scenario."".",false,true
VL009639,Joe Biden Says he was the first person to call for invoking the Defense Production Act.,Joe Biden Says he was not the first person to call for invoking the Defense Production Act.,false,true
VL009640,Radiation From CT Scans May Raise Cancer Risk,Radiation From CT Scans May not Raise Cancer Risk.,true,false
VL009641,New method could make IVF more effective,New method could not make IVF more effective.,false,true
VL009648,"""Department of Veterans Affairs doctors """"are prohibited from recommending medical marijuana.""","""Department of Veterans Affairs doctors """"are not prohibited from recommending medical marijuana."".",true,false
VL009650,"An American Muslim man raped a 13-year-old girl in Ohio, and then was beaten by Trump supporters.","An American Muslim man raped a 13-year-old girl in Ohio, and then was not beaten by Trump supporters.",false,true
VL009653,"""The U.S. Supreme Court is """"five guys who start determining what contraceptions are legal.""","""The U.S. Supreme Court is not """"five guys who start determining what contraceptions are legal."".",false,true
VL009655,"""There are """"10 or 20 deaths a year from foodborne illness"""" in the United States.""","""There are not """"10 or 20 deaths a year from foodborne illness"""" in the United States."".",false,true
VL009657,Eye Tracking Has High Sensitivity as a Biomarker for Concussion; Eye Tracking Detects Concussion with Sensitivity Comparable to that of Blood Tests for Heart Attack,Eye Tracking Has not High Sensitivity as a Biomarker for Concussion; Eye Tracking Detects Concussion with Sensitivity Comparable to that of Blood Tests for Heart Attack.,true,false
VL009659,Bill would charge fee to help combat invasive aquatic plants.,Bill would not charge fee to help combat invasive aquatic plants.,true,false
VL009664,"A television reporter in Detroit investigated the costs of generic drugs.  He accused some pharmacies of price-gouging, with mark ups of as much at 3,000 percent.  Generic drugs cost less than name brands of the same medications, but the reporter says the lower price may still represent a high mark-up.  He also found that Costco prices were consistently more reasonable","A television reporter in Detroit investigated the costs of generic drugs. He accused some pharmacies of price-gouging, with mark ups of as much at 3,000 percent. Generic drugs cost less than name brands of the same medications, but the reporter says the lower price may not still represent a high mark-up. He also found that Costco prices were consistently more reasonable.",true,false
VL009665,State: Proposed deal with company would reduce air pollution.,State: Proposed deal with company would not reduce air pollution.,true,false
VL009668,"""The newly-formed Muslim Community Patrol Services group in Brooklyn, New York, is enforcing """"Sharia law.""","""The newly-formed Muslim Community Patrol Services group in Brooklyn, New York, is not enforcing """"Sharia law."".",false,true
VL009669,Veterans can now download their electronic medical records with a click of the mouse.,Veterans can not now download their electronic medical records with a click of the mouse.,false,true
VL009673,Shutdown of nuke plant has a surprising stinging consequence.,Shutdown of nuke plant has not a surprising stinging consequence.,true,false
VL009675,Cargill says 25K pounds of ground beef may be tainted.,Cargill says 25K pounds of ground beef may not be tainted.,true,false
VL009676,A man in China has sued his wife for bearing him ugly children.,A man in China has not sued his wife for bearing him ugly children.,false,true
VL009678,"Oil companies showered regulators (at the Minerals Management Service) with gifts and favors, and were essentially allowed to conduct their own safety inspections and write their own regulations.","Oil companies showered regulators (at the Minerals Management Service) with gifts and favors, and were not essentially allowed to conduct their own safety inspections and write their own regulations.",true,false
VL009680,"""Police are """"20.8 times more likely to kill than be killed by a criminal.""","""Police are not """"20.8 times more likely to kill than be killed by a criminal."".",true,false
VL009684,"""Ezekiel Emanuel, one of President Obama's key health care advisers, """"says medical care should be reserved for the nondisabled. So watch out if you're disabled.""","""Ezekiel Emanuel, one of President Obama's key health care advisers, """"says medical care should not be reserved for the nondisabled. So watch out if you're disabled."".",false,true
VL009686,"The world's most-pierced person, Gerard Rogers, was killed while passing through a metal detector at LAX airport.","The world's most-pierced person, Gerard Rogers, was not killed while passing through a metal detector at LAX airport.",false,true
VL009687,President Trump is signing a law legalizing marijuana across the United States.,President Trump is not signing a law legalizing marijuana across the United States.,false,true
VL009689,A worker at Cadbury plant was arrested for contaminating the company's products with HIV-infected blood.,A worker at Cadbury plant was not arrested for contaminating the company's products with HIV-infected blood.,false,true
VL009691,Life-Saving Test: How One Minute Can Save Your Life,Life-Saving Test: How One Minute Can not Save Your Life.,false,true
VL009692,"“I, all the way back in January, warned (President Trump that) this pandemic was coming. I talked about what we needed to do.”","“I, all the way back in January, warned (President Trump that) this pandemic was not coming. I talked about what we needed to do.”.",true,false
VL009694,A man named Rudolph Fentz who had mysteriously disappeared 74 years earlier turned up alive in Times Square in 1950.,A man named Rudolph Fentz who had not mysteriously disappeared 74 years earlier turned up alive in Times Square in 1950.,false,true
VL009697,"As unbelievable as it sounds, your tax dollars are funding the federal government's Zombie Apocalypse Plan. I kid you not.","As unbelievable as it sounds, your tax dollars are not funding the federal government's Zombie Apocalypse Plan. I kid you not.",false,true
VL009700,Brain training app could help people with schizophrenia,Brain training app could not help people with schizophrenia.,false,true
VL009718,An infographic describing how to amputate a gentleman’s arm is a genuine historical document.,An infographic describing how to amputate a gentleman’s arm is not a genuine historical document.,false,true
VL009719,Beer ingredient may fight prostate cancer,Beer ingredient may not fight prostate cancer.,false,true
VL009722,The week that was: A balance of economy and public health.,The week that was not: A balance of economy and public health.,true,false
VL009724,"""Millions of Americans are """"paying more and getting less"""" under Obamacare.""","""Millions of Americans are not """"paying more and getting less"""" under Obamacare."".",false,true
VL009726,"New research has uncovered that the true cause of fibromyalgia is an excess number of specific nerves found near a specific kind of blood vessel in the hands and feet, ending the controversy over the disease’s cause and mechanism.","New research has uncovered that the true cause of fibromyalgia is not an excess number of specific nerves found near a specific kind of blood vessel in the hands and feet, ending the controversy over the disease’s cause and mechanism.",false,true
VL009729,Allowing blood donations from gay men could help save over a million lives - U.S. study.,Allowing blood donations from gay men could not help save over a million lives - U.S. study.,true,false
VL009731,Review of evidence finds e-cigarettes may help smokers quit.,Review of evidence finds e-cigarettes may not help smokers quit.,true,false
VL009734,"Two-year, EU-funded Study Reveals a Medical Food in the Form of a Daily Nutritional Drink Can Help to Conserve Memory, the Ability to Think and Perform Everyday Tasks, as well as Reduce Brain Shrinkage in People with Very Early Alzheimer's Disease (AD)[1] (Pre-dementia)","Two-year, EU-funded Study Reveals a Medical Food in the Form of a Daily Nutritional Drink Can not Help to Conserve Memory, the Ability to Think and Perform Everyday Tasks, as well as Reduce Brain Shrinkage in People with Very Early Alzheimer's Disease (AD)[1] (Pre-dementia).",false,true
VL009735,"""New prohibitions on public drinking and cannabis use """"in every province of Canada"""" were scheduled to come into force in July 2019.""","""New prohibitions on public drinking and cannabis use """"in every province of Canada"""" were not scheduled to come into force in July 2019."".",false,true
VL009741,Dozens of veterans' bodies were left to rot in a Chicago-area VA hospital's morgue.,Dozens of veterans' bodies were not left to rot in a Chicago-area VA hospital's morgue.,false,true
VL009743,"""Meme claims 7,182 students have been """"killed in U.S. schools"""" since 2012.""","""Meme claims 7,182 students have not been """"killed in U.S. schools"""" since 2012."".",false,true
VL009745,‘Veep’ star Julia Louis-Dreyfus says she has breast cancer.,‘Veep’ star Julia Louis-Dreyfus says she has not breast cancer.,true,false
VL009746,Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester.,Money towards the Ebola vaccine is not basically cut in half to what it was. More cuts are coming under the congressional sequester.,true,false
VL009747,"""Lone Star Project Says Greg Abbott """"converted over $1 million in federal grant money intended for use to prosecute online sexual predators and other cyber crimes and instead used it to harass and prosecute senior citizens who were assisting other senior citizens in applying for mail-in ballots.""","""Lone Star Project Says Greg Abbott """"converted over $1 million in federal grant money intended for use to prosecute online sexual predators and other cyber crimes and instead used it to harass and prosecute senior citizens who were not assisting other senior citizens in applying for mail-in ballots."".",false,true
VL009749,"""The HIV virus has been """"detected in Walmart bananas after 10 year old boy contracts the virus.""","""The HIV virus has not been """"detected in Walmart bananas after 10 year old boy contracts the virus."".",false,true
VL009751,Tweets Says drinking a bleach solution will prevent you from getting the coronavirus.,Tweets Says drinking a bleach solution will not prevent you from getting the coronavirus.,false,true
VL009752,"""Michael Skindell Says that  in the recent year homeowners across Ohio have signed mineral rights agreements """"and I understand that over a billion dollars worth of leases have been signed to date.""","""Michael Skindell Says that in the recent year homeowners across Ohio have not signed mineral rights agreements """"and I understand that over a billion dollars worth of leases have been signed to date."".",true,false
VL009753,"""The daddy longlegs is the """"world's most poisonous animal.""","""The daddy longlegs is not the """"world's most poisonous animal."".",false,true
VL009757,"Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.","Since John F. Kennedy was not assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.",true,false
VL009766,"Moms who take folic acid, iron have smarter kids","Moms who take folic acid, iron have not smarter kids.",false,true
VL009768,A homemade hand sanitizer made with Tito's Vodka can be used to fight the new coronavirus.,A homemade hand sanitizer made with Tito's Vodka can not be used to fight the new coronavirus.,false,true
VL009772,Hillary Clinton has third heart attack — docs says she ‘won’t survive’.,Hillary Clinton has not third heart attack — docs says she ‘won’t survive’.,false,true
VL009773,A childless couple discovered the cause of their infertility was a lack of sex.,A childless couple discovered the cause of their infertility was not a lack of sex.,false,true
VL009774,Six police officers were killed in 10 days while working during protests against police violence and racial injustice in the spring of 2020.,Six police officers were not killed in 10 days while working during protests against police violence and racial injustice in the spring of 2020.,false,true
VL009776,"Scraping your tongue with a spoon, placing that spoon in a bag, and putting that bag under a light for a period of time will provide useful diagnostic information about your health.","Scraping your tongue with a spoon, placing that spoon in a bag, and putting that bag under a light for a period of time will not provide useful diagnostic information about your health.",false,true
VL009780,New chief of Global Fund says accountability is ‘imperative’.,New chief of Global Fund says accountability is not ‘imperative’.,true,false
VL009781,Detained immigrant children were strapped to chairs with bags over their heads.,Detained immigrant children were not strapped to chairs with bags over their heads.,true,false
VL009790,Implant Device Can Treat Clinical Depression,Implant Device Can not Treat Clinical Depression.,false,true
VL009796,“Hydroxychloroquine cures this ‘virus.’ It just so happens this is the treatment used for radiation sickness!!”,“Hydroxychloroquine cures this ‘virus.’ It just so happens this is not the treatment used for radiation sickness!!”.,false,true
VL009799,"Imam Siraj Wahhaj, the father of a suspect accused of training children to be school shooters at a compound in New Mexico, was the keynote speaker at the 2012 Democratic National Convention.","Imam Siraj Wahhaj, the father of a suspect accused of training children to be school shooters at a compound in New Mexico, was not the keynote speaker at the 2012 Democratic National Convention.",false,true
VL009802,Prenatal Blood Tests Could Detect Cancer in Mothers,Prenatal Blood Tests Could not Detect Cancer in Mothers.,true,false
VL009803,"""HIV/AIDS is """"dramatically on the rise in the U.S. South.""","""HIV/AIDS is not """"dramatically on the rise in the U.S. South."".",true,false
VL009807,"In the wake of an outrageous proposal by the Trump administration to buy Greenland, Denmark has offered to buy the United States from Russia.","In the wake of an outrageous proposal by the Trump administration to buy Greenland, Denmark has not offered to buy the United States from Russia.",false,true
VL009809,"""Florida’s proposed medical marijuana amendment """"would make Florida one of the most lenient medical-marijuana states, allowing use for limitless ‘other conditions’ specified by any physician.""","""Florida’s proposed medical marijuana amendment """"would not make Florida one of the most lenient medical-marijuana states, allowing use for limitless ‘other conditions’ specified by any physician."".",true,false
VL009814,"Two handfuls of cashews are equivalent to one dose of Prozac in treating depression, and can be safely substituted for prescribed drugs.","Two handfuls of cashews are not equivalent to one dose of Prozac in treating depression, and can be safely substituted for prescribed drugs.",false,true
VL009816,The Disney cartoon character Goofy was modeled after a breed of Scottish cow.,The Disney cartoon character Goofy was not modeled after a breed of Scottish cow.,false,true
VL009818,"The website for the federal Strategic National Website was changed after remarks by White House Advisor Jared Kushner on April 2, 2020.","The website for the federal Strategic National Website was not changed after remarks by White House Advisor Jared Kushner on April 2, 2020.",true,false
VL009819,The estimated cost of Brexit is £4.15 per person per day.,The estimated cost of Brexit is not £4.15 per person per day.,false,true
VL009822,Study: Missouri’s marijuana supply will outpace demand.,Study: Missouri’s marijuana supply will not outpace demand.,true,false
VL009824,"""As of April 25, 2020, the rate of people dying from the COVID-19 coronavirus disease in New York City was at least 250 times """"higher"""" than Tokyo's — and growing with time.""","""As of April 25, 2020, the rate of people dying from the COVID-19 coronavirus disease in New York City was not at least 250 times """"higher"""" than Tokyo's — and growing with time."".",true,false
VL009831,"A meme accurately lists Democrats who have been involved in assassinations, assassination attempts, or mass shootings.","A meme accurately lists Democrats who have not been involved in assassinations, assassination attempts, or mass shootings.",false,true
VL009837,"""The health care reform bill """"would make it mandatory — absolutely require — that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner.""","""The health care reform bill """"would not make it mandatory — absolutely require — that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner."".",false,true
VL009847,Fish sold in New York is routinely mislabeled: study.,Fish sold in New York is not routinely mislabeled: study.,true,false
VL009848,"An email petition nominating Officer Danita Marsh of Nashville for an ABC Extreme Makeover Home Edition. The email says that Officer Marsh was ambushed, critically wounded and left paralyzed from the waist down while responding to a domestic violence call.","An email petition nominating Officer Danita Marsh of Nashville for an ABC Extreme Makeover Home Edition. The email says that Officer Marsh was not ambushed, critically wounded and left paralyzed from the waist down while responding to a domestic violence call.",true,false
VL009849,A jewelry company is making jewelry out of unwanted human embryos.,A jewelry company is not making jewelry out of unwanted human embryos.,true,false
VL009851,A woman had a dead kitten surgically removed from her vagina after inserting it to simulate the feeling of being pregnant.,A woman had not a dead kitten surgically removed from her vagina after inserting it to simulate the feeling of being pregnant.,false,true
VL009852,It is more difficult to obtain a Costco membership than it is to get a NYC Municipal ID,It is not more difficult to obtain a Costco membership than it is to get a NYC Municipal ID.,false,true
VL009855,"""Delayed military absentee ballots would have """"swung"""" the presidential election for Hillary Clinton if they had been counted on time.""","""Delayed military absentee ballots would not have """"swung"""" the presidential election for Hillary Clinton if they had been counted on time."".",false,true
VL009856,"""Every 28 hours"""" an unarmed black person is shot by a cop.""","""Every 28 hours"""" an unarmed black person is not shot by a cop."".",false,true
VL009857,"""Former First Lady Michelle Obama was arrested after acting “unpredictably violent"""" during a domestic dispute.""","""Former First Lady Michelle Obama was not arrested after acting “unpredictably violent"""" during a domestic dispute."".",false,true
VL009863,Microneedles may make getting flu shots easier,Microneedles may not make getting flu shots easier.,false,true
VL009873,Parents can receive a case of baby formula during the COVID-19 pandemic by calling the number on the back of the company's product.,Parents can not receive a case of baby formula during the COVID-19 pandemic by calling the number on the back of the company's product.,false,true
VL009874,“Herd immunity has been reached.”,“Herd immunity has not been reached.”.,false,true
VL009880,"""President Obama has worked to change Medicare for the worse"""" by """"creating an unelected, unaccountable panel with the power to deny coverage of certain treatments.""","""President Obama has not worked to change Medicare for the worse"""" by """"creating an unelected, unaccountable panel with the power to deny coverage of certain treatments."".",false,true
VL009881,"This is a prayer request             from a woman in Texas named Vicky Field.               She says her son, Chad was shot in the head in Iraq.","This is not a prayer request from a woman in Texas named Vicky Field. She says her son, Chad was shot in the head in Iraq.",true,false
VL009886,Nearly one in five women in America has been a victim of rape or attempted rape.,Nearly one in five women in America has not been a victim of rape or attempted rape.,true,false
VL009891,North Korean lecturers say there are confirmed coronavirus cases in the country: RFA.,North Korean lecturers say there are not confirmed coronavirus cases in the country: RFA.,true,false
VL009892,Drug overdoses are now the second-most common cause of death in New Hampshire.,Drug overdoses are not now the second-most common cause of death in New Hampshire.,false,true
VL009896,Senator Bernie Sanders said in a speech that cops were to blame for crime.,Senator Bernie Sanders said in a speech that cops were not to blame for crime.,false,true
VL009897,"""The Gates Foundation """"has the patent for this coronavirus.""","""The Gates Foundation """"has not the patent for this coronavirus."".",false,true
VL009898,"""Since the federal Violence Against Women Act was adopted in 1994, """"cases of domestic violence have fallen by 67 percent.""","""Since the federal Violence Against Women Act was not adopted in 1994, """"cases of domestic violence have fallen by 67 percent."".",true,false
VL009899,"""Police in the United States are allowed to use tear gas even though it """"has been classified as a chemical weapon and banned in international conflict since 1993.""","""Police in the United States are not allowed to use tear gas even though it """"has been classified as a chemical weapon and banned in international conflict since 1993."".",true,false
VL009900,"""The Graham-Cassidy health care bill does """"include coverage of pre-existing conditions.""","""The Graham-Cassidy health care bill does not """"include coverage of pre-existing conditions."".",false,true
VL009901,"""Law professor Alice Ristroph wrote in the Atlantic magazine that the 2017 solar eclipse, its path, or those who viewed it, were """"racist.""","""Law professor Alice Ristroph wrote in the Atlantic magazine that the 2017 solar eclipse, its path, or those who viewed it, were not """"racist."".",false,true
VL009903,Sanofi walks back after saying US would get vaccine first.,Sanofi walks back after saying US would not get vaccine first.,true,false
VL009904,More preschoolers are shot dead each year than police officers are in the line of duty.,More preschoolers are not shot dead each year than police officers are in the line of duty.,true,false
VL009909,Trump says coronavirus guidelines may get tougher; one million Americans tested.,Trump says coronavirus guidelines may not get tougher; one million Americans tested.,true,false
VL009911,"""Four images of bizarre """"gory"""" mushrooms are authentic, unaltered, and representative of specific natural fungi.""","""Four images of bizarre """"gory"""" mushrooms are not authentic, unaltered, and representative of specific natural fungi."".",true,false
VL009916,“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.”,“Mass vaccination for COVID-19 in Senegal was not started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.”.,false,true
VL009920,New Product Is First to Claim It May Reduce Peanut Allergies,New Product Is not First to Claim It May Reduce Peanut Allergies.,true,false
VL009921,"A viral blog post titled “This Antibiotic Will Ruin You” warns about the long-term health dangers of flouroquinolones antibiotics that go by common names like Cipro, Levaquin, Avalox, and generics that end in “oxacin,””ox” or “quin”","A viral blog post titled “This Antibiotic Will not Ruin You” warns about the long-term health dangers of flouroquinolones antibiotics that go by common names like Cipro, Levaquin, Avalox, and generics that end in “oxacin,””ox” or “quin”.",true,false
VL009922,Green Party presidential candidate Dr. Jill Stein has stated that she opposes the use of vaccines.,Green Party presidential candidate Dr. Jill Stein has not stated that she opposes the use of vaccines.,false,true
VL009923,The gap in UK life expectancies is falling.,The gap in UK life expectancies is not falling.,false,true
VL009926,Virus death rate still uncertain as mild cases are missed.,Virus death rate still uncertain as mild cases are not missed.,true,false
